step,x,y,z
165243,-0.15,-1.217596,0.5000001
165244,-0.15,-1.041016,0.5000001
165245,-0.15,-0.7663363,0.5000001
165246,-0.15,-0.3935566,0.5000001
165247,-0.15,0.07732299,0.5000001
165248,-0.15,0.6463025,0.5000001
165249,-0.15,0.9800001,0.5000001
165250,-0.15,-1.288228,0.5000001
165251,-0.15,-1.190128,0.5000001
165252,-0.15,-0.9939281,0.5000001
165253,-0.15,-0.6996284,0.5000001
165254,-0.15,-0.3072287,0.5000001
165255,-0.15,0.1832709,0.5000001
165256,-0.15,0.7718704,0.5000001
165257,-0.15,0.9800001,0.5000001
165258,-0.15,-1.276456,0.5000001
165259,-0.15,-1.158736,0.5000001
165260,-0.15,-0.9429162,0.5000001
165261,-0.15,-0.6289964,0.5000001
165262,-0.15,-0.2169768,0.5000001
165263,-0.15,0.2931428,0.5000001
165264,-0.15,0.9013623,0.5000001
165265,-0.15,0.9800001,0.5000001
165266,-0.15,-1.26076,0.5000001
165267,-0.15,-1.12342,0.5000001
165268,-0.15,-0.8879802,0.5000001
165269,-0.15,-0.5544405,0.5000001
165270,-0.15,-0.1228008,0.5000001
165271,-0.15,0.4069387,0.5000001
165272,-0.15,0.9800001,0.5000001
165273,-0.15,-1.3,0.5000001
165274,-0.15,-1.24114,0.5000001
165275,-0.15,-1.08418,0.5000001
165276,-0.15,-0.8291203,0.5000001
165277,-0.1496747,-0.4798194,0.5004706
165278,-0.1492658,-0.03338116,0.501044
165279,-0.148857,0.5111569,0.5016174
165280,-0.1485529,0.9800001,0.5020437
165281,-0.15,-1.296076,0.5000001
165282,-0.15,-1.217596,0.5000001
165283,-0.15,-1.041016,0.5000001
165284,-0.15,-0.7663363,0.5000001
165285,-0.15,-0.3935566,0.5000001
165286,-0.15,0.07732299,0.5000001
165287,-0.15,0.6463025,0.5000001
165288,-0.15,0.9800001,0.5000001
165289,-0.15,-1.288228,0.5000001
165290,-0.15,-1.190128,0.5000001
165291,-0.15,-0.9939281,0.5000001
165292,-0.15,-0.6996284,0.5000001
165293,-0.15,-0.3072287,0.5000001
165294,-0.15,0.1832709,0.5000001
165295,-0.15,0.7718704,0.5000001
165296,-0.15,0.9800001,0.5000001
165297,-0.15,-1.276456,0.5000001
165298,-0.15,-1.158736,0.5000001
165299,-0.15,-0.9429162,0.5000001
165300,-0.15,-0.6289964,0.5000001
165301,-0.1997135,-0.4396009,0.5604872
165302,-0.2171822,-0.07667573,0.7040337
165303,-0.15,-1.3,0.5000001
165304,-0.15,-1.24114,0.5000001
165305,-0.15,-1.08418,0.5000001
165306,-0.15,-0.8291203,0.5000001
165307,-0.15,-0.4759606,0.5000001
165308,-0.15,-0.02470092,0.5000001
165309,-0.15,0.5246586,0.5000001
165310,-0.15,0.9800001,0.5000001
165311,-0.15,-1.296076,0.5000001
165312,-0.15,-1.217596,0.5000001
165313,-0.15,-1.041016,0.5000001
165314,-0.15,-0.7663363,0.5000001
165315,-0.15,-0.3935566,0.5000001
165316,-0.15,0.07732299,0.5000001
165317,-0.15,0.6463025,0.5000001
165318,-0.15,0.9800001,0.5000001
165319,-0.15,-1.288228,0.5000001
165320,-0.15,-1.190128,0.5000001
165321,-0.15,-0.9939281,0.5000001
165322,-0.15,-0.6996284,0.5000001
165323,-0.15,-0.3072287,0.5000001
165324,-0.15,0.1832709,0.5000001
165325,-0.15,0.7718704,0.5000001
165326,-0.15,0.9800001,0.5000001
165327,-0.15,-1.276456,0.5000001
165328,-0.15,-1.158736,0.5000001
165329,-0.15,-0.9429162,0.5000001
165330,-0.15,-0.6289964,0.5000001
165331,-0.15,-0.2169768,0.5000001
165332,-0.15,0.2931428,0.5000001
165333,-0.15,0.9013623,0.5000001
165334,-0.15,0.9800001,0.5000001
165335,-0.15,-1.26076,0.5000001
165336,-0.15,-1.12342,0.5000001
165337,-0.15,-0.8879802,0.5000001
165338,-0.15,-0.5544405,0.5000001
165339,-0.15,-0.1228008,0.5000001
165340,-0.15,0.4069387,0.5000001
165341,-0.15,0.9800001,0.5000001
165342,-0.15,-1.3,0.5000001
165343,-0.15,-1.24114,0.5000001
165344,-0.15,-1.08418,0.5000001
165345,-0.15,-0.8291203,0.5000001
165346,-0.15,-0.4759606,0.5000001
165347,-0.15,-0.02470092,0.5000001
165348,-0.15,0.5246586,0.5000001
165349,-0.15,0.9800001,0.5000001
165350,-0.15,-1.296076,0.5000001
165351,-0.15,-1.217596,0.5000001
165352,-0.15,-1.041016,0.5000001
165353,-0.2584835,-0.7892467,0.4759309
165354,-0.8161356,-0.5329373,0.3526396
165355,-1.373788,-0.1785279,0.2293483
165356,-1.58306,-0.02000009,0.1830803
165357,-0.15,-1.276456,0.5000001
165358,-0.15,-1.158736,0.5000001
165359,-0.15,-0.9429162,0.5000001
165360,-0.15,-0.6289964,0.5000001
165361,-0.15,-0.2169768,0.5000001
165362,-0.15,0.2931428,0.5000001
165363,-0.15,0.9013623,0.5000001
165364,-0.15,0.9800001,0.5000001
165365,-0.15,-1.26076,0.5000001
165366,-0.15,-1.12342,0.5000001
165367,-0.15,-0.8879802,0.5000001
165368,-0.15,-0.5544405,0.5000001
165369,-0.15,-0.1228008,0.5000001
165370,-0.15,0.4069387,0.5000001
165371,-0.15,0.9800001,0.5000001
165372,-0.15,-1.3,0.5000001
165373,-0.15,-1.24114,0.5000001
165374,-0.15,-1.08418,0.5000001
165375,-0.15,-0.8291203,0.5000001
165376,-0.15,-0.4759606,0.5000001
165377,-0.15,-0.02470092,0.5000001
165378,-0.15,0.5246586,0.5000001
165379,-0.15,0.9800001,0.5000001
165380,-0.15,-1.296076,0.5000001
165381,-0.15,-1.217596,0.5000001
165382,-0.15,-1.041016,0.5000001
165383,-0.15,-0.7663363,0.5000001
165384,-0.15,-0.3935566,0.5000001
165385,-0.15,0.07732299,0.5000001
165386,-0.15,0.6463025,0.5000001
165387,-0.15,0.9800001,0.5000001
165388,-0.15,-1.288228,0.5000001
165389,-0.15,-1.190128,0.5000001
165390,-0.15,-0.9939281,0.5000001
165391,-0.15,-0.6996284,0.5000001
165392,-0.15,-0.3072287,0.5000001
165393,-0.15,0.1832709,0.5000001
165394,-0.15,0.7718704,0.5000001
165395,-0.15,0.9800001,0.5000001
165396,-0.15,-1.276456,0.5000001
165397,-0.15,-1.158736,0.5000001
165398,-0.15,-0.9429162,0.5000001
165399,-0.1505654,-0.6440041,0.5150942
165400,-0.1541606,-0.3072276,0.5894331
165401,-0.1577558,0.1276489,0.663772
165402,-0.161351,0.6606253,0.738111
165403,-0.1632375,0.9800001,0.777119
165404,-0.15,-1.288228,0.5000001
165405,-0.15,-1.190128,0.5000001
165406,-0.15,-0.9939281,0.5000001
165407,-0.15,-0.6996284,0.5000001
165408,-0.15,-0.3072287,0.5000001
165409,-0.15,0.1832709,0.5000001
165410,-0.15,0.7718704,0.5000001
165411,-0.15,0.9800001,0.5000001
165412,-0.15,-1.276456,0.5000001
165413,-0.15,-1.158736,0.5000001
165414,-0.15,-0.9429162,0.5000001
165415,-0.15,-0.6705425,0.5000001
165416,0.8129483,-0.6076946,1.105453
165417,1.775897,-0.4467468,1.710907
165418,2.48,-0.2665303,2.153611
165419,-0.15,-1.296076,0.5000001
165420,-0.15,-1.217596,0.5000001
165421,-0.15,-1.041016,0.5000001
165422,-0.15,-0.7663363,0.5000001
165423,-0.15,-0.3935566,0.5000001
165424,-0.15,0.07732299,0.5000001
165425,-0.15,0.6463025,0.5000001
165426,-0.15,0.9800001,0.5000001
165427,-0.15,-1.288228,0.5000001
165428,-0.15,-1.190128,0.5000001
165429,-0.15,-0.9939281,0.5000001
165430,-0.15,-0.6996284,0.5000001
165431,-0.15,-0.3072287,0.5000001
165432,-0.15,0.1832709,0.5000001
165433,-0.15,0.7718704,0.5000001
165434,-0.15,0.9800001,0.5000001
165435,-0.15,-1.276456,0.5000001
165436,-0.15,-1.158736,0.5000001
165437,-0.15,-0.9429162,0.5000001
165438,-0.15,-0.6289964,0.5000001
165439,-0.15,-0.2169768,0.5000001
165440,-0.15,0.2931428,0.5000001
165441,-0.15,0.9013623,0.5000001
165442,-0.15,0.9800001,0.5000001
165443,-0.15,-1.26076,0.5000001
165444,-0.15,-1.12342,0.5000001
165445,-0.15,-0.8879802,0.5000001
165446,-0.15,-0.5544405,0.5000001
165447,-0.15,-0.1228008,0.5000001
165448,-0.15,0.4069387,0.5000001
165449,-0.15,0.9800001,0.5000001
165450,-0.15,-1.3,0.5000001
165451,-0.15,-1.24114,0.5000001
165452,-0.15,-1.08418,0.5000001
165453,-0.15,-0.8291203,0.5000001
165454,-0.15,-0.4759606,0.5000001
165455,-0.15,-0.02470092,0.5000001
165456,-0.15,0.5246586,0.5000001
165457,-0.15,0.9800001,0.5000001
165458,-0.15,-1.296076,0.5000001
165459,-0.15,-1.217596,0.5000001
165460,-0.15,-1.041016,0.5000001
165461,-0.15,-0.7663363,0.5000001
165462,-0.5059124,-0.7718587,0.6440567
165463,-1.395694,-1.197435,1.004198
165464,-2.285475,-1.52491,1.364339
165465,-3.175255,-1.754286,1.724481
165466,-4.065036,-1.885562,2.084622
165467,-4.954816,-1.918738,2.444763
165468,-5.041874,-1.916225,2.48
165469,-0.15,-1.26076,0.5000001
165470,-0.15,-1.12342,0.5000001
165471,-0.15,-0.8879802,0.5000001
165472,-0.15,-0.5544405,0.5000001
165473,-0.15,-0.1228008,0.5000001
165474,-0.15,0.4069387,0.5000001
165475,-0.15,0.9800001,0.5000001
165476,-0.15,-1.3,0.5000001
165477,-0.15,-1.24114,0.5000001
165478,-0.15,-1.08418,0.5000001
165479,-0.15,-0.8291203,0.5000001
165480,-0.15,-0.4759606,0.5000001
165481,-0.15,-0.02470092,0.5000001
165482,-0.15,0.5246586,0.5000001
165483,-0.15,0.9800001,0.5000001
165484,-0.15,-1.296076,0.5000001
165485,-0.15,-1.217596,0.5000001
165486,-0.15,-1.041016,0.5000001
165487,-0.15,-0.7663363,0.5000001
165488,-0.15,-0.3935566,0.5000001
165489,-0.15,0.07732299,0.5000001
165490,-0.15,0.6463025,0.5000001
165491,-0.15,0.9800001,0.5000001
165492,-0.15,-1.288228,0.5000001
165493,-0.15,-1.190128,0.5000001
165494,-0.15,-0.9939281,0.5000001
165495,-0.15,-0.6996284,0.5000001
165496,-0.15,-0.3072287,0.5000001
165497,-0.15,0.1832709,0.5000001
165498,-0.15,0.7718704,0.5000001
165499,-0.15,0.9800001,0.5000001
165500,-0.15,-1.276456,0.5000001
165501,-0.15,-1.158736,0.5000001
165502,-0.15,-0.9429162,0.5000001
165503,-0.15,-0.6289964,0.5000001
165504,0.4437765,-0.5372954,0.8300812
165505,1.02468,-0.3419365,1.153194
165506,1.605584,-0.04847773,1.476308
165507,2.186488,0.343081,1.799421
165508,2.48,0.5787181,1.96268
165509,-0.15,-1.288228,0.5000001
165510,-0.15,-1.190128,0.5000001
165511,-0.15,-0.9939281,0.5000001
165512,-0.15,-0.6996284,0.5000001
165513,-0.15,-0.3072287,0.5000001
165514,-0.15,0.1832709,0.5000001
165515,-0.15,0.7718704,0.5000001
165516,-0.15,0.9800001,0.5000001
165517,-0.15,-1.276456,0.5000001
165518,-0.15,-1.158736,0.5000001
165519,-0.15,-0.9429162,0.5000001
165520,-0.15,-0.6289964,0.5000001
165521,-0.15,-0.2169768,0.5000001
165522,-0.15,0.2931428,0.5000001
165523,-0.15,0.9013623,0.5000001
165524,-0.15,0.9800001,0.5000001
165525,-0.15,-1.26076,0.5000001
165526,-0.15,-1.12342,0.5000001
165527,-0.15,-0.8879802,0.5000001
165528,-0.15,-0.5544405,0.5000001
165529,-0.15,-0.1228008,0.5000001
165530,-0.15,0.4069387,0.5000001
165531,-0.15,0.9800001,0.5000001
165532,-0.15,-1.3,0.5000001
165533,-0.15,-1.24114,0.5000001
165534,-0.15,-1.08418,0.5000001
165535,-0.15,-0.8291203,0.5000001
165536,-0.15,-0.4759606,0.5000001
165537,-0.15,-0.02470092,0.5000001
165538,-0.15,0.5246586,0.5000001
165539,-0.15,0.9800001,0.5000001
165540,-0.15,-1.296076,0.5000001
165541,-0.15,-1.217596,0.5000001
165542,-0.15,-1.041016,0.5000001
165543,-0.15,-0.7663363,0.5000001
165544,-0.15,-0.3935566,0.5000001
165545,-0.15,0.07732299,0.5000001
165546,-0.15,0.6463025,0.5000001
165547,-0.15,0.9800001,0.5000001
165548,-0.15,-1.288228,0.5000001
165549,-0.15,-1.190128,0.5000001
165550,-0.15,-0.9939281,0.5000001
165551,-0.15,-0.6996284,0.5000001
165552,-0.15,-0.3072287,0.5000001
165553,-0.15,0.1832709,0.5000001
165554,-0.15,0.7718704,0.5000001
165555,-0.15,0.9800001,0.5000001
165556,-0.15,-1.276456,0.5000001
165557,-0.15,-1.158736,0.5000001
165558,-0.15,-0.9429162,0.5000001
165559,-0.15,-0.6289964,0.5000001
165560,-0.15,-0.2169768,0.5000001
165561,-0.15,0.2931428,0.5000001
165562,-0.15,0.9013623,0.5000001
165563,-0.15,0.9800001,0.5000001
165564,-0.15,-1.26076,0.5000001
165565,-0.15,-1.12342,0.5000001
165566,-0.15,-0.8879802,0.5000001
165567,-0.15,-0.5544405,0.5000001
165568,-0.15,-0.1228008,0.5000001
165569,-0.15,0.4069387,0.5000001
165570,-0.15,0.9800001,0.5000001
165571,-0.15,-1.3,0.5000001
165572,-0.15,-1.24114,0.5000001
165573,-0.15,-1.08418,0.5000001
165574,-0.15,-0.8291203,0.5000001
165575,-0.15,-0.4759606,0.5000001
165576,-0.15,-0.02470092,0.5000001
165577,-0.15,0.5246586,0.5000001
165578,-0.15,0.9800001,0.5000001
165579,-0.15,-1.296076,0.5000001
165580,-0.15,-1.217596,0.5000001
165581,-0.15,-1.041016,0.5000001
165582,-0.15,-0.7663363,0.5000001
165583,-0.15,-0.3935566,0.5000001
165584,-0.15,0.07732299,0.5000001
165585,-0.15,0.6463025,0.5000001
165586,-0.15,0.9800001,0.5000001
165587,-0.15,-1.288228,0.5000001
165588,-0.15,-1.190128,0.5000001
165589,-0.15,-0.9939281,0.5000001
165590,-0.15,-0.6996284,0.5000001
165591,-0.15,-0.3072287,0.5000001
165592,-0.15,0.1832709,0.5000001
165593,-0.15,0.7718704,0.5000001
165594,-0.15,0.9800001,0.5000001
165595,-0.15,-1.276456,0.5000001
165596,-0.15,-1.158736,0.5000001
165597,-0.15,-0.9429162,0.5000001
165598,-0.15,-0.6289964,0.5000001
165599,-0.15,-0.2169768,0.5000001
165600,-0.15,0.2931428,0.5000001
165601,-0.15,0.9013623,0.5000001
165602,-0.15,0.9800001,0.5000001
165603,-0.15,-1.26076,0.5000001
165604,-0.15,-1.12342,0.5000001
165605,-0.15,-0.8879802,0.5000001
165606,-0.15,-0.5544405,0.5000001
165607,-0.15,-0.1228008,0.5000001
165608,-0.15,0.4069387,0.5000001
165609,-0.15,0.9800001,0.5000001
165610,-0.15,-1.3,0.5000001
165611,-0.15,-1.24114,0.5000001
165612,-0.15,-1.08418,0.5000001
165613,-0.15,-0.8291203,0.5000001
165614,-0.15,-0.4759606,0.5000001
165615,-0.15,-0.02470092,0.5000001
165616,-0.15,0.5246586,0.5000001
165617,-0.15,0.9800001,0.5000001
165618,-0.15,-1.296076,0.5000001
165619,-0.15,-1.217596,0.5000001
165620,-0.15,-1.041016,0.5000001
165621,-0.15,-0.7663363,0.5000001
165622,-0.15,-0.3935566,0.5000001
165623,-0.15,0.07732299,0.5000001
165624,-0.15,0.6463025,0.5000001
165625,-0.15,0.9800001,0.5000001
165626,-0.15,-1.288228,0.5000001
165627,-0.15,-1.190128,0.5000001
165628,-0.15,-0.9939281,0.5000001
165629,-0.15,-0.6996284,0.5000001
165630,-0.15,-0.3072287,0.5000001
165631,-0.15,0.1832709,0.5000001
165632,-0.15,0.7718704,0.5000001
165633,-0.15,0.9800001,0.5000001
165634,-0.15,-1.276456,0.5000001
165635,-0.15,-1.158736,0.5000001
165636,-0.15,-0.9429162,0.5000001
165637,-0.15,-0.6289964,0.5000001
165638,-0.15,-0.2169768,0.5000001
165639,-0.15,0.2931428,0.5000001
165640,-0.15,0.9013623,0.5000001
165641,-0.15,0.9800001,0.5000001
165642,-0.15,-1.26076,0.5000001
165643,-0.15,-1.12342,0.5000001
165644,-0.15,-0.8879802,0.5000001
165645,-0.15,-0.5544405,0.5000001
165646,-0.15,-0.1228008,0.5000001
165647,-0.15,0.4069387,0.5000001
165648,-0.15,0.9800001,0.5000001
165649,-0.15,-1.3,0.5000001
165650,-0.15,-1.24114,0.5000001
165651,-0.15,-1.08418,0.5000001
165652,-0.15,-0.8291203,0.5000001
165653,-0.15,-0.4759606,0.5000001
165654,-0.15,-0.02470092,0.5000001
165655,-0.15,0.5246586,0.5000001
165656,-0.15,0.9800001,0.5000001
165657,-0.15,-1.296076,0.5000001
165658,-0.15,-1.217596,0.5000001
165659,-0.15,-1.041016,0.5000001
165660,-0.15,-0.7663363,0.5000001
165661,-0.15,-0.3935566,0.5000001
165662,-0.15,0.07732299,0.5000001
165663,-0.15,0.6463025,0.5000001
165664,-0.15,0.9800001,0.5000001
165665,-0.15,-1.288228,0.5000001
165666,-0.15,-1.190128,0.5000001
165667,-0.15,-0.9939281,0.5000001
165668,-0.15,-0.6996284,0.5000001
165669,-0.4212925,-1.115287,0.547168
165670,-0.6904971,-1.430367,0.5943549
165671,-0.9597018,-1.647347,0.6415418
165672,-1.228906,-1.766227,0.6887287
165673,-1.498111,-1.787008,0.7359156
165674,-1.767315,-1.709688,0.7831025
165675,-2.036519,-1.534269,0.8302894
165676,-2.305724,-1.26075,0.8774763
165677,-2.574928,-0.8891305,0.9246632
165678,-2.844132,-0.4194113,0.9718502
165679,-3.113337,0.1484077,1.019037
165680,-3.382541,0.8143267,1.066224
165681,-3.443874,0.9800001,1.076974
165682,-0.15,-1.276456,0.5000001
165683,-0.15,-1.158736,0.5000001
165684,-0.15,-0.9429162,0.5000001
165685,-0.15,-0.6289964,0.5000001
165686,-0.15,-0.2169768,0.5000001
165687,-0.15,0.2931428,0.5000001
165688,-0.15,0.9013623,0.5000001
165689,-0.15,0.9800001,0.5000001
165690,-0.15,-1.26076,0.5000001
165691,-0.15,-1.12342,0.5000001
165692,-0.15,-0.8879802,0.5000001
165693,-0.15,-0.5544405,0.5000001
165694,-0.2022441,-0.3193288,0.5524774
165695,-0.2893176,-0.06724164,0.6399394
165696,-0.3035543,-0.01640116,0.6542397
165697,-0.15,-1.26076,0.5000001
165698,-0.15,-1.12342,0.5000001
165699,-0.15,-0.8879802,0.5000001
165700,-0.15,-0.5544405,0.5000001
165701,-0.1799649,-0.3058863,0.4813346
165702,-0.15,-1.296076,0.5000001
165703,-0.15,-1.217596,0.5000001
165704,-0.15,-1.041016,0.5000001
165705,-0.15,-0.7663363,0.5000001
165706,-0.15,-0.3935566,0.5000001
165707,-0.15,0.07732299,0.5000001
165708,-0.15,0.6463025,0.5000001
165709,-0.15,0.9800001,0.5000001
165710,-0.15,-1.288228,0.5000001
165711,-0.15,-1.190128,0.5000001
165712,-0.15,-0.9939281,0.5000001
165713,-0.15,-0.6996284,0.5000001
165714,-0.15,-0.3072287,0.5000001
165715,-0.15,0.1832709,0.5000001
165716,-0.15,0.7718704,0.5000001
165717,-0.15,0.9800001,0.5000001
165718,-0.15,-1.276456,0.5000001
165719,-0.15,-1.158736,0.5000001
165720,-0.15,-0.9429162,0.5000001
165721,-0.15,-0.6289964,0.5000001
165722,-0.15,-0.2169768,0.5000001
165723,-0.15,0.2931428,0.5000001
165724,-0.15,0.9013623,0.5000001
165725,-0.15,0.9800001,0.5000001
165726,-0.15,-1.26076,0.5000001
165727,-0.15,-1.12342,0.5000001
165728,-0.15,-0.8879802,0.5000001
165729,-0.15,-0.5544405,0.5000001
165730,-0.15,-0.1228008,0.5000001
165731,-0.15,0.4069387,0.5000001
165732,-0.15,0.9800001,0.5000001
165733,-0.15,-1.3,0.5000001
165734,-0.15,-1.24114,0.5000001
165735,-0.15,-1.08418,0.5000001
165736,-0.15,-0.8291203,0.5000001
165737,-0.15,-0.4759606,0.5000001
165738,-0.15,-0.02470092,0.5000001
165739,-0.15,0.5246586,0.5000001
165740,-0.15,0.9800001,0.5000001
165741,-0.15,-1.296076,0.5000001
165742,-0.15,-1.217596,0.5000001
165743,-0.15,-1.041016,0.5000001
165744,-0.15,-0.7663363,0.5000001
165745,-0.15,-0.3935566,0.5000001
165746,-0.15,0.07732299,0.5000001
165747,-0.15,0.6463025,0.5000001
165748,-0.15,0.9800001,0.5000001
165749,-0.15,-1.288228,0.5000001
165750,-0.15,-1.190128,0.5000001
165751,-0.15,-0.9939281,0.5000001
165752,-0.15,-0.6996284,0.5000001
165753,-0.3060138,-0.6274611,0.4592413
165754,-0.6960484,-0.8114557,0.3573442
165755,-1.086083,-0.8973503,0.255447
165756,-1.476118,-0.885145,0.1535499
165757,-1.866153,-0.7748399,0.05165279
165758,-2.256188,-0.5664348,-0.05024431
165759,-2.646223,-0.2599298,-0.1521414
165760,-3.011332,-0.1607668,-0.2475266
165761,-3.338802,-0.4216668,-0.3330785
165762,-3.666272,-0.5844669,-0.4186304
165763,-3.993742,-0.649167,-0.5041823
165764,-4.321213,-0.6157672,-0.5897344
165765,-4.648683,-0.4842675,-0.6752864
165766,-4.976153,-0.2546679,-0.7608384
165767,-5.303624,0.07303157,-0.8463905
165768,-5.48,0.2905962,-0.892469
165769,-0.15,-1.288228,0.5000001
165770,-0.15,-1.190128,0.5000001
165771,-0.15,-0.9939281,0.5000001
165772,-0.15,-0.6996284,0.5000001
165773,-0.15,-0.3072287,0.5000001
165774,-0.15,0.1832709,0.5000001
165775,-0.15,0.7718704,0.5000001
165776,-0.15,0.9800001,0.5000001
165777,-0.15,-1.276456,0.5000001
165778,-0.15,-1.158736,0.5000001
165779,-0.15,-0.9429162,0.5000001
165780,-0.15,-0.6289964,0.5000001
165781,-0.15,-0.2169768,0.5000001
165782,-0.15,0.2931428,0.5000001
165783,-0.15,0.9013623,0.5000001
165784,-0.15,0.9800001,0.5000001
165785,-0.15,-1.26076,0.5000001
165786,-0.15,-1.12342,0.5000001
165787,-0.15,-0.8879802,0.5000001
165788,-0.15,-0.5544405,0.5000001
165789,-0.15,-0.1228008,0.5000001
165790,-0.15,0.4069387,0.5000001
165791,-0.15,0.9800001,0.5000001
165792,-0.15,-1.3,0.5000001
165793,-0.15,-1.24114,0.5000001
165794,-0.15,-1.08418,0.5000001
165795,-0.15,-0.8291203,0.5000001
165796,-0.15,-0.4759606,0.5000001
165797,-0.15,-0.02470092,0.5000001
165798,-0.15,0.5246586,0.5000001
165799,-0.15,0.9800001,0.5000001
165800,-0.15,-1.296076,0.5000001
165801,-0.15,-1.217596,0.5000001
165802,-0.15,-1.041016,0.5000001
165803,-0.15,-0.7663363,0.5000001
165804,-0.15,-0.3935566,0.5000001
165805,-0.15,0.07732299,0.5000001
165806,-0.15,0.6463025,0.5000001
165807,-0.15,0.9800001,0.5000001
165808,-0.15,-1.288228,0.5000001
165809,-0.15,-1.190128,0.5000001
165810,-0.15,-0.9939281,0.5000001
165811,-0.15,-0.6996284,0.5000001
165812,-0.15,-0.3072287,0.5000001
165813,-0.15,0.1832709,0.5000001
165814,-0.15,0.7718704,0.5000001
165815,-0.15,0.9800001,0.5000001
165816,-0.15,-1.276456,0.5000001
165817,-0.15,-1.158736,0.5000001
165818,-0.15,-0.9429162,0.5000001
165819,-0.15,-0.6289964,0.5000001
165820,-0.15,-0.2169768,0.5000001
165821,-0.15,0.2931428,0.5000001
165822,-0.15,0.9013623,0.5000001
165823,-0.15,0.9800001,0.5000001
165824,-0.15,-1.26076,0.5000001
165825,-0.15,-1.12342,0.5000001
165826,-0.15,-0.8879802,0.5000001
165827,-0.3124934,-0.9642484,0.3797441
165828,-0.718727,-1.452658,0.0791041
165829,-1.124961,-1.842967,-0.2215359
165830,-1.531194,-2.135176,-0.5221759
165831,-1.937428,-2.329285,-0.8228158
165832,-2.343661,-2.425295,-1.123456
165833,-2.749894,-2.423204,-1.424096
165834,-3.156127,-2.323014,-1.724735
165835,-3.56236,-2.124724,-2.025375
165836,-3.968593,-1.828333,-2.326015
165837,-4.176662,-1.638052,-2.48
165838,-0.15,-1.288228,0.5000001
165839,-0.15,-1.190128,0.5000001
165840,-0.15,-0.9939281,0.5000001
165841,-0.15,-0.6996284,0.5000001
165842,-0.1430849,-0.7024288,0.4916452
165843,-0.15,-1.276456,0.5000001
165844,-0.15,-1.158736,0.5000001
165845,-0.15,-0.9429162,0.5000001
165846,-0.15,-0.6289964,0.5000001
165847,-0.15,-0.2169768,0.5000001
165848,-0.15,0.2931428,0.5000001
165849,-0.15,0.9013623,0.5000001
165850,-0.15,0.9800001,0.5000001
165851,-0.15,-1.26076,0.5000001
165852,-0.15,-1.12342,0.5000001
165853,-0.15,-0.8879802,0.5000001
165854,-0.15,-0.5544405,0.5000001
165855,-0.15,-0.1228008,0.5000001
165856,-0.15,0.4069387,0.5000001
165857,-0.15,0.9800001,0.5000001
165858,-0.15,-1.3,0.5000001
165859,-0.15,-1.24114,0.5000001
165860,-0.15,-1.08418,0.5000001
165861,-0.15,-0.8291203,0.5000001
165862,-0.15,-0.4759606,0.5000001
165863,-0.15,-0.02470092,0.5000001
165864,-0.15,0.5246586,0.5000001
165865,-0.15,0.9800001,0.5000001
165866,-0.15,-1.296076,0.5000001
165867,-0.15,-1.217596,0.5000001
165868,-0.15,-1.041016,0.5000001
165869,-0.15,-0.7663363,0.5000001
165870,-0.15,-0.3935566,0.5000001
165871,-0.15,0.07732299,0.5000001
165872,-0.15,0.6463025,0.5000001
165873,-0.15,0.9800001,0.5000001
165874,-0.15,-1.288228,0.5000001
165875,-0.15,-1.190128,0.5000001
165876,-0.15,-0.9939281,0.5000001
165877,-0.3684791,-0.8994739,0.3722789
165878,-0.9155157,-1.007575,0.05209543
165879,-1.462552,-1.017576,-0.2680881
165880,-2.009589,-0.9294776,-0.5882716
165881,-2.556626,-0.743279,-0.9084553
165882,-3.103663,-0.4589805,-1.228639
165883,-3.6507,-0.0765821,-1.548823
165884,-4.197737,0.4039162,-1.869006
165885,-4.742548,0.9800001,-2.187886
165886,-0.15,-1.3,0.5000001
165887,-0.15,-1.24114,0.5000001
165888,-0.15,-1.08418,0.5000001
165889,-0.15,-0.8291203,0.5000001
165890,-0.15,-0.4759606,0.5000001
165891,-0.15,-0.02470092,0.5000001
165892,-0.15,0.5246586,0.5000001
165893,-0.15,0.9800001,0.5000001
165894,-0.15,-1.296076,0.5000001
165895,-0.15,-1.217596,0.5000001
165896,-0.15,-1.041016,0.5000001
165897,-0.15,-0.7663363,0.5000001
165898,-0.15,-0.3935566,0.5000001
165899,-0.15,0.07732299,0.5000001
165900,-0.15,0.6463025,0.5000001
165901,-0.15,0.9800001,0.5000001
165902,-0.15,-1.288228,0.5000001
165903,-0.15,-1.190128,0.5000001
165904,-0.15,-0.9939281,0.5000001
165905,-0.15,-0.6996284,0.5000001
165906,-0.15,-0.3072287,0.5000001
165907,-0.15,0.1832709,0.5000001
165908,-0.15,0.7718704,0.5000001
165909,-0.15,0.9800001,0.5000001
165910,-0.15,-1.276456,0.5000001
165911,-0.15,-1.158736,0.5000001
165912,-0.15,-0.9429162,0.5000001
165913,-0.15,-0.6289964,0.5000001
165914,-0.15,-0.2169768,0.5000001
165915,-0.15,0.2931428,0.5000001
165916,-0.15,0.9013623,0.5000001
165917,-0.15,0.9800001,0.5000001
165918,-0.15,-1.26076,0.5000001
165919,-0.15,-1.12342,0.5000001
165920,-0.15,-0.8879802,0.5000001
165921,-0.15,-0.5544405,0.5000001
165922,-0.15,-0.1228008,0.5000001
165923,-0.15,0.4069387,0.5000001
165924,-0.15,0.9800001,0.5000001
