step,x,y,z
161989,-0.15,0.1832709,0.5000001
161990,-0.15,0.7718704,0.5000001
161991,-0.15,0.9800001,0.5000001
161992,-0.15,-1.276456,0.5000001
161993,-0.15,-1.158736,0.5000001
161994,-0.15,-0.9429162,0.5000001
161995,-0.15,-0.6289964,0.5000001
161996,-0.15,-0.2169768,0.5000001
161997,-0.15,0.2931428,0.5000001
161998,-0.15,0.9013623,0.5000001
161999,-0.15,0.9800001,0.5000001
162000,-0.15,-1.26076,0.5000001
162001,-0.15,-1.12342,0.5000001
162002,-0.15,-0.8879802,0.5000001
162003,-0.15,-0.5544405,0.5000001
162004,-0.15,-0.1228008,0.5000001
162005,-0.15,0.4069387,0.5000001
162006,-0.15,0.9800001,0.5000001
162007,-0.15,-1.3,0.5000001
162008,-0.15,-1.24114,0.5000001
162009,-0.15,-1.08418,0.5000001
162010,-0.15,-0.8291203,0.5000001
162011,-0.0375962,-0.5694459,0.5387629
162012,0.5222111,-0.5845471,0.7317097
162013,1.082018,-0.5015483,0.9246565
162014,1.641826,-0.3204497,1.117603
162015,2.201633,-0.04125106,1.31055
162016,2.48,0.1345905,1.406494
162017,-0.15,-1.288228,0.5000001
162018,-0.15,-1.190128,0.5000001
162019,-0.15,-0.9939281,0.5000001
162020,-0.15,-0.6996284,0.5000001
162021,-0.15,-0.3072287,0.5000001
162022,-0.15,0.1832709,0.5000001
162023,-0.15,0.7718704,0.5000001
162024,-0.15,0.9800001,0.5000001
162025,-0.15,-1.276456,0.5000001
162026,-0.15,-1.158736,0.5000001
162027,-0.15,-0.9429162,0.5000001
162028,-0.203197,-0.6401548,0.5505223
162029,-0.15,-1.3,0.5000001
162030,-0.15,-1.24114,0.5000001
162031,-0.15,-1.08418,0.5000001
162032,-0.15,-0.8291203,0.5000001
162033,-0.15,-0.4759606,0.5000001
162034,-0.15,-0.02470092,0.5000001
162035,-0.15,0.5246586,0.5000001
162036,-0.15,0.9800001,0.5000001
162037,-0.15,-1.296076,0.5000001
162038,-0.15,-1.217596,0.5000001
162039,-0.15,-1.041016,0.5000001
162040,-0.15,-0.7663363,0.5000001
162041,-0.15,-0.3935566,0.5000001
162042,-0.15,0.07732299,0.5000001
162043,-0.15,0.6463025,0.5000001
162044,-0.15,0.9800001,0.5000001
162045,-0.15,-1.288228,0.5000001
162046,-0.15,-1.190128,0.5000001
162047,-0.15,-0.9939281,0.5000001
162048,-0.15,-0.6996284,0.5000001
162049,-0.15,-0.3072287,0.5000001
162050,-0.15,0.1832709,0.5000001
162051,-0.15,0.7718704,0.5000001
162052,-0.15,0.9800001,0.5000001
162053,-0.15,-1.276456,0.5000001
162054,-0.15,-1.158736,0.5000001
162055,-0.15,-0.9429162,0.5000001
162056,-0.15,-0.6289964,0.5000001
162057,-0.15,-0.2169768,0.5000001
162058,-0.15,0.2931428,0.5000001
162059,-0.15,0.9013623,0.5000001
162060,-0.15,0.9800001,0.5000001
162061,-0.15,-1.26076,0.5000001
162062,-0.15,-1.12342,0.5000001
162063,-0.15,-0.8879802,0.5000001
162064,-0.15,-0.5544405,0.5000001
162065,-0.15,-0.1228008,0.5000001
162066,-0.15,0.4069387,0.5000001
162067,-0.15,0.9800001,0.5000001
162068,-0.15,-1.3,0.5000001
162069,-0.15,-1.24114,0.5000001
162070,-0.15,-1.08418,0.5000001
162071,-0.15,-0.8291203,0.5000001
162072,-0.15,-0.4759606,0.5000001
162073,-0.15,-0.02470092,0.5000001
162074,-0.15,0.5246586,0.5000001
162075,-0.15,0.9800001,0.5000001
162076,-0.15,-1.296076,0.5000001
162077,-0.15,-1.217596,0.5000001
162078,-0.15,-1.041016,0.5000001
162079,-0.15,-0.7663363,0.5000001
162080,-0.15,-0.3935566,0.5000001
162081,-0.15,0.07732299,0.5000001
162082,-0.15,0.6463025,0.5000001
162083,-0.15,0.9800001,0.5000001
162084,-0.15,-1.288228,0.5000001
162085,-0.15,-1.190128,0.5000001
162086,-0.15,-0.9939281,0.5000001
162087,-0.15,-0.6996284,0.5000001
162088,-0.15,-0.3072287,0.5000001
162089,-0.15,0.1832709,0.5000001
162090,-0.15,0.7718704,0.5000001
162091,-0.15,0.9800001,0.5000001
162092,-0.15,-1.276456,0.5000001
162093,-0.15,-1.158736,0.5000001
162094,-0.15,-0.9429162,0.5000001
162095,-0.15,-0.6289964,0.5000001
162096,-0.15,-0.2169768,0.5000001
162097,-0.15,0.2931428,0.5000001
162098,-0.15,0.9013623,0.5000001
162099,-0.15,0.9800001,0.5000001
162100,-0.15,-1.26076,0.5000001
162101,-0.15,-1.12342,0.5000001
162102,-0.15,-0.8879802,0.5000001
162103,-0.15,-0.5544405,0.5000001
162104,-0.15,-0.1228008,0.5000001
162105,-0.15,0.4069387,0.5000001
162106,-0.15,0.9800001,0.5000001
162107,-0.15,-1.3,0.5000001
162108,-0.15,-1.24114,0.5000001
162109,-0.15,-1.08418,0.5000001
162110,-0.15,-0.8291203,0.5000001
162111,-0.15,-0.6705603,0.5000001
162112,-0.15,-1.288228,0.5000001
162113,-0.15,-1.190128,0.5000001
162114,-0.15,-0.9939281,0.5000001
162115,-0.15,-0.6996284,0.5000001
162116,-0.15,-0.3072287,0.5000001
162117,-0.15,0.1832709,0.5000001
162118,-0.15,0.7718704,0.5000001
162119,-0.15,0.9800001,0.5000001
162120,-0.15,-1.276456,0.5000001
162121,-0.15,-1.158736,0.5000001
162122,-0.15,-0.9429162,0.5000001
162123,-0.15,-0.6289964,0.5000001
162124,-0.15,-0.2169768,0.5000001
162125,-0.15,0.2931428,0.5000001
162126,-0.15,0.9013623,0.5000001
162127,-0.15,0.9800001,0.5000001
162128,-0.15,-1.26076,0.5000001
162129,-0.15,-1.12342,0.5000001
162130,-0.15,-0.8879802,0.5000001
162131,0.1314806,-0.6412901,0.669992
162132,0.553656,-0.3392021,0.9177164
162133,0.9758315,0.0609858,1.165441
162134,1.398007,0.5592737,1.413165
162135,1.702484,0.9800001,1.591825
162136,-0.15,-1.296076,0.5000001
162137,-0.15,-1.217596,0.5000001
162138,-0.15,-1.041016,0.5000001
162139,-0.15,-0.7663363,0.5000001
162140,-0.15,-0.3935566,0.5000001
162141,-0.15,0.07732299,0.5000001
162142,-0.15,0.6463025,0.5000001
162143,-0.15,0.9800001,0.5000001
162144,-0.15,-1.288228,0.5000001
162145,-0.15,-1.190128,0.5000001
162146,-0.15,-0.9939281,0.5000001
162147,-0.15,-0.6996284,0.5000001
162148,-0.15,-0.3072287,0.5000001
162149,-0.15,0.1832709,0.5000001
162150,-0.15,0.7718704,0.5000001
162151,-0.15,0.9800001,0.5000001
162152,-0.15,-1.276456,0.5000001
162153,-0.15,-1.158736,0.5000001
162154,-0.15,-0.9429162,0.5000001
162155,-0.15,-0.6289964,0.5000001
162156,-0.15,-0.2169768,0.5000001
162157,-0.15,0.2931428,0.5000001
162158,-0.15,0.9013623,0.5000001
162159,-0.15,0.9800001,0.5000001
162160,-0.15,-1.26076,0.5000001
162161,-0.15,-1.12342,0.5000001
162162,-0.15,-0.8879802,0.5000001
162163,-0.15,-0.5544405,0.5000001
162164,-0.15,-0.1228008,0.5000001
162165,-0.15,0.4069387,0.5000001
162166,-0.15,0.9800001,0.5000001
162167,-0.15,-1.3,0.5000001
162168,-0.15,-1.24114,0.5000001
162169,-0.15,-1.08418,0.5000001
162170,-0.15,-0.8291203,0.5000001
162171,-0.15,-0.4759606,0.5000001
162172,-0.15,-0.02470092,0.5000001
162173,-0.15,0.5246586,0.5000001
162174,-0.15,0.9800001,0.5000001
162175,-0.15,-1.296076,0.5000001
162176,-0.15,-1.217596,0.5000001
162177,-0.15,-1.041016,0.5000001
162178,-0.15,-0.7663363,0.5000001
162179,-0.15,-0.3935566,0.5000001
162180,-0.15,0.07732299,0.5000001
162181,-0.15,0.6463025,0.5000001
162182,-0.15,0.9800001,0.5000001
162183,-0.15,-1.288228,0.5000001
162184,-0.15,-1.190128,0.5000001
162185,-0.15,-0.9939281,0.5000001
162186,-0.15,-0.6996284,0.5000001
162187,-0.15,-0.3072287,0.5000001
162188,-0.15,0.1832709,0.5000001
162189,-0.15,0.7718704,0.5000001
162190,-0.15,0.9800001,0.5000001
162191,-0.15,-1.276456,0.5000001
162192,-0.15,-1.158736,0.5000001
162193,-0.15,-0.9429162,0.5000001
162194,-0.3905327,-0.7622694,0.3423515
162195,-0.7962269,-0.574235,0.07690892
162196,-1.201921,-0.2881007,-0.1885337
162197,-1.494895,-0.02000007,-0.3802239
162198,-0.15,-1.296076,0.5000001
162199,-0.15,-1.217596,0.5000001
162200,-0.15,-1.041016,0.5000001
162201,-0.15,-0.7663363,0.5000001
162202,-0.15,-0.3935566,0.5000001
162203,-0.15,0.07732299,0.5000001
162204,-0.15,0.6463025,0.5000001
162205,-0.15,0.9800001,0.5000001
162206,-0.15,-1.288228,0.5000001
162207,-0.15,-1.190128,0.5000001
162208,-0.15,-0.9939281,0.5000001
162209,-0.15,-0.6996284,0.5000001
162210,-0.15,-0.3072287,0.5000001
162211,-0.15,0.1832709,0.5000001
162212,-0.15,0.7718704,0.5000001
162213,-0.15,0.9800001,0.5000001
162214,-0.15,-1.276456,0.5000001
162215,-0.15,-1.158736,0.5000001
162216,-0.15,-0.9429162,0.5000001
162217,-0.15,-0.6289964,0.5000001
162218,0.3613024,-1.449356,0.8486236
162219,1.00043,-2.465013,1.284403
162220,1.639559,-3.38257,1.720182
162221,2.098135,-3.98,2.032855
162222,-0.15,-1.296076,0.5000001
162223,-0.15,-1.217596,0.5000001
162224,-0.15,-1.041016,0.5000001
162225,-0.15,-0.7663363,0.5000001
162226,-0.15,-0.3935566,0.5000001
162227,-0.15,0.07732299,0.5000001
162228,-0.15,0.6463025,0.5000001
162229,-0.15,0.9800001,0.5000001
162230,-0.15,-1.288228,0.5000001
162231,-0.15,-1.190128,0.5000001
162232,-0.15,-0.9939281,0.5000001
162233,-0.15,-0.6996284,0.5000001
162234,-0.15,-0.3072287,0.5000001
162235,-0.15,0.1832709,0.5000001
162236,-0.15,0.7718704,0.5000001
162237,-0.15,0.9800001,0.5000001
162238,-0.15,-1.276456,0.5000001
162239,-0.15,-1.158736,0.5000001
162240,-0.15,-0.9429162,0.5000001
162241,-0.15,-0.6289964,0.5000001
162242,-0.15,-0.2169768,0.5000001
162243,-0.15,0.2931428,0.5000001
162244,-0.15,0.9013623,0.5000001
162245,-0.15,0.9800001,0.5000001
162246,-0.15,-1.26076,0.5000001
162247,-0.15,-1.12342,0.5000001
162248,-0.15,-0.8879802,0.5000001
162249,-0.15,-0.5544405,0.5000001
162250,-0.15,-0.1228008,0.5000001
162251,-0.15,0.4069387,0.5000001
162252,-0.15,0.9800001,0.5000001
162253,-0.15,-1.3,0.5000001
162254,-0.15,-1.24114,0.5000001
162255,-0.15,-1.08418,0.5000001
162256,-0.15,-0.8291203,0.5000001
162257,-0.15,-0.4759606,0.5000001
162258,-0.15,-0.02470092,0.5000001
162259,-0.15,0.5246586,0.5000001
162260,-0.15,0.9800001,0.5000001
162261,-0.15,-1.296076,0.5000001
162262,-0.15,-1.217596,0.5000001
162263,-0.15,-1.041016,0.5000001
162264,-0.15,-0.7663363,0.5000001
162265,-0.15,-0.3935566,0.5000001
162266,-0.15,0.07732299,0.5000001
162267,-0.15,0.6463025,0.5000001
162268,-0.15,0.9800001,0.5000001
162269,-0.15,-1.288228,0.5000001
162270,-0.15,-1.190128,0.5000001
162271,-0.15,-0.9939281,0.5000001
162272,-0.15,-0.6996284,0.5000001
162273,-0.15,-0.3072287,0.5000001
162274,-0.15,0.1832709,0.5000001
162275,-0.15,0.7718704,0.5000001
162276,-0.15,0.9800001,0.5000001
162277,-0.15,-1.276456,0.5000001
162278,-0.15,-1.158736,0.5000001
162279,-0.15,-0.9429162,0.5000001
162280,-0.15,-0.6289964,0.5000001
162281,-0.15,-0.2169768,0.5000001
162282,-0.15,0.2931428,0.5000001
162283,-0.15,0.9013623,0.5000001
162284,-0.15,0.9800001,0.5000001
162285,-0.15,-1.26076,0.5000001
162286,-0.15,-1.12342,0.5000001
162287,-0.15,-0.8879802,0.5000001
162288,-0.15,-0.5544405,0.5000001
162289,-0.15,-0.1228008,0.5000001
162290,-0.15,0.4069387,0.5000001
162291,-0.15,0.9800001,0.5000001
162292,-0.15,-1.3,0.5000001
162293,-0.15,-1.24114,0.5000001
162294,-0.15,-1.08418,0.5000001
162295,-0.15,-0.8291203,0.5000001
162296,-0.15,-0.4759606,0.5000001
162297,-0.15,-0.02470092,0.5000001
162298,-0.15,0.5246586,0.5000001
162299,-0.15,0.9800001,0.5000001
162300,-0.15,-1.296076,0.5000001
162301,-0.15,-1.217596,0.5000001
162302,-0.15,-1.041016,0.5000001
162303,-0.15,-0.7663363,0.5000001
162304,-0.05505716,-0.7790332,0.6300622
162305,0.1031809,-0.8715789,0.8468324
162306,0.2614189,-0.8660247,1.063603
162307,0.4196569,-0.7623706,1.280373
162308,0.5778949,-0.5606165,1.497143
162309,0.736133,-0.2607625,1.713913
162310,0.8943712,0.1371914,1.930683
162311,1.052609,0.6332452,2.147454
162312,1.171417,0.8797615,2.31021
162313,-0.15,-1.296076,0.5000001
162314,-0.15,-1.217596,0.5000001
162315,-0.15,-1.041016,0.5000001
162316,-0.15,-0.7663363,0.5000001
162317,-0.15,-0.3935566,0.5000001
162318,-0.15,0.07732299,0.5000001
162319,-0.15,0.6463025,0.5000001
162320,-0.15,0.9800001,0.5000001
162321,-0.15,-1.288228,0.5000001
162322,-0.15,-1.190128,0.5000001
162323,-0.15,-0.9939281,0.5000001
162324,-0.15,-0.6996284,0.5000001
162325,-0.15,-0.3072287,0.5000001
162326,-0.15,0.1832709,0.5000001
162327,-0.15,0.7718704,0.5000001
162328,-0.15,0.9800001,0.5000001
162329,-0.15,-1.276456,0.5000001
162330,-0.15,-1.158736,0.5000001
162331,-0.15,-0.9429162,0.5000001
162332,-0.4615372,-0.5283571,0.5596583
162333,-1.040576,-0.02000007,0.6705419
162334,-0.15,-1.296076,0.5000001
162335,-0.15,-1.217596,0.5000001
162336,-0.15,-1.041016,0.5000001
162337,-0.15,-0.7663363,0.5000001
162338,-0.15,-0.3935566,0.5000001
162339,-0.15,0.07732299,0.5000001
162340,-0.15,0.6463025,0.5000001
162341,-0.15,0.9800001,0.5000001
162342,-0.15,-1.288228,0.5000001
162343,-0.15,-1.190128,0.5000001
162344,-0.15,-0.9939281,0.5000001
162345,-0.15,-0.6996284,0.5000001
162346,-0.8290867,-0.3803232,0.2751741
162347,-1.398773,-0.02000008,0.08982509
162348,-0.15,-1.3,0.5000001
162349,-0.15,-1.24114,0.5000001
162350,-0.15,-1.08418,0.5000001
162351,-0.15,-0.8291203,0.5000001
162352,-0.15,-0.4759606,0.5000001
162353,-0.15,-0.02470092,0.5000001
162354,-0.15,0.5246586,0.5000001
162355,-0.15,0.9800001,0.5000001
162356,-0.15,-1.296076,0.5000001
162357,-0.15,-1.217596,0.5000001
162358,-0.15,-1.041016,0.5000001
162359,-0.15,-0.7663363,0.5000001
162360,-0.15,-0.3935566,0.5000001
162361,-0.15,0.07732299,0.5000001
162362,-0.15,0.6463025,0.5000001
162363,-0.15,0.9800001,0.5000001
162364,-0.15,-1.288228,0.5000001
162365,-0.15,-1.190128,0.5000001
162366,-0.15,-0.9939281,0.5000001
162367,-0.15,-0.6996284,0.5000001
162368,-0.15,-0.3072287,0.5000001
162369,-0.15,0.1832709,0.5000001
162370,-0.15,0.7718704,0.5000001
162371,-0.15,0.9800001,0.5000001
162372,-0.15,-1.276456,0.5000001
162373,-0.15,-1.158736,0.5000001
162374,-0.15,-0.9429162,0.5000001
162375,-0.15,-0.6717485,0.5000001
162376,-0.9351201,-0.1950569,0.1963383
162377,-1.188234,-0.02000008,0.09844125
162378,-0.15,-1.276456,0.5000001
162379,-0.15,-1.158736,0.5000001
162380,-0.15,-0.9429162,0.5000001
162381,-0.2913533,-0.5574448,0.5090398
162382,-0.7355062,-0.0200001,0.5374436
162383,-0.15,-1.296076,0.5000001
162384,-0.15,-1.217596,0.5000001
162385,-0.15,-1.041016,0.5000001
162386,-0.15,-0.7663363,0.5000001
162387,-0.15,-0.3935566,0.5000001
162388,-0.15,0.07732299,0.5000001
162389,-0.15,0.6463025,0.5000001
162390,-0.15,0.9800001,0.5000001
162391,-0.15,-1.288228,0.5000001
162392,-0.15,-1.190128,0.5000001
162393,-0.15,-0.9939281,0.5000001
162394,-0.15,-0.6996284,0.5000001
162395,-0.15,-0.3072287,0.5000001
162396,-0.15,0.1832709,0.5000001
162397,-0.15,0.7718704,0.5000001
162398,-0.15,0.9800001,0.5000001
162399,-0.15,-1.276456,0.5000001
162400,-0.15,-1.158736,0.5000001
162401,-0.15,-0.9429162,0.5000001
162402,-0.15,-0.6289964,0.5000001
162403,-0.15,-0.2169768,0.5000001
162404,-0.15,0.2931428,0.5000001
162405,-0.15,0.9013623,0.5000001
162406,-0.15,0.9800001,0.5000001
162407,-0.15,-1.26076,0.5000001
162408,-0.15,-1.12342,0.5000001
162409,-0.15,-0.8879802,0.5000001
162410,-0.1506774,-0.7217135,0.4721803
162411,-0.1525274,-0.710256,0.5012735
162412,-0.15,-1.276456,0.5000001
162413,-0.15,-1.158736,0.5000001
162414,-0.15,-0.9429162,0.5000001
162415,-0.15,-0.6289964,0.5000001
162416,-0.15,-0.2169768,0.5000001
162417,-0.15,0.2931428,0.5000001
162418,-0.15,0.9013623,0.5000001
162419,-0.15,0.9800001,0.5000001
162420,-0.15,-1.26076,0.5000001
162421,-0.15,-1.12342,0.5000001
162422,-0.15,-0.8879802,0.5000001
162423,-0.2649142,-0.7366071,0.4893534
162424,-0.5521998,-0.7100866,0.4627365
162425,-0.8394853,-0.5854661,0.4361196
162426,-1.126771,-0.3627457,0.4095027
162427,-1.414056,-0.0419254,0.3828858
162428,-1.430646,-0.02000008,0.3813487
162429,-0.15,-1.26076,0.5000001
162430,-0.15,-1.12342,0.5000001
162431,-0.15,-0.8879802,0.5000001
162432,-0.15,-0.5544405,0.5000001
162433,-0.15,-0.1228008,0.5000001
162434,-0.15,0.4069387,0.5000001
162435,-0.15,0.9800001,0.5000001
162436,-0.15,-1.3,0.5000001
162437,-0.15,-1.24114,0.5000001
162438,-0.15,-1.08418,0.5000001
162439,-0.15,-0.8291203,0.5000001
162440,-0.08665616,-0.7226843,0.4657729
162441,-0.15,-1.296076,0.5000001
162442,-0.15,-1.217596,0.5000001
162443,-0.15,-1.041016,0.5000001
162444,-0.15,-0.7663363,0.5000001
162445,-0.15,-0.3935566,0.5000001
162446,-0.15,0.07732299,0.5000001
162447,-0.15,0.6463025,0.5000001
162448,-0.15,0.9800001,0.5000001
162449,-0.15,-1.288228,0.5000001
162450,-0.15,-1.190128,0.5000001
162451,-0.15,-0.9939281,0.5000001
162452,-0.15,-0.6996284,0.5000001
162453,-0.08278306,-0.4736891,0.6360506
162454,0.02775447,-0.259255,0.8605807
162455,0.138292,0.05327899,1.085111
162456,0.2488296,0.4639129,1.309641
162457,0.3593671,0.9726467,1.534171
162458,0.3780301,0.8818316,1.57171
162459,-0.15,-1.26076,0.5000001
162460,-0.15,-1.12342,0.5000001
162461,-0.15,-0.8879802,0.5000001
162462,-0.15,-0.5544405,0.5000001
162463,-0.15,-0.1228008,0.5000001
162464,-0.15,0.4069387,0.5000001
162465,-0.15,0.9800001,0.5000001
162466,-0.15,-1.3,0.5000001
162467,-0.15,-1.24114,0.5000001
162468,-0.15,-1.08418,0.5000001
162469,-0.15,-0.8291203,0.5000001
162470,-0.15,-0.4759606,0.5000001
162471,-0.15,-0.02470092,0.5000001
162472,-0.15,0.5246586,0.5000001
162473,-0.15,0.9800001,0.5000001
162474,-0.15,-1.296076,0.5000001
162475,-0.15,-1.217596,0.5000001
162476,-0.15,-1.041016,0.5000001
162477,-0.15,-0.7663363,0.5000001
162478,-0.15,-0.3935566,0.5000001
162479,-0.15,0.07732299,0.5000001
162480,-0.15,0.6463025,0.5000001
162481,-0.15,0.9800001,0.5000001
162482,-0.15,-1.288228,0.5000001
162483,-0.15,-1.190128,0.5000001
162484,-0.15,-0.9939281,0.5000001
162485,-0.15,-0.6996284,0.5000001
162486,-0.15,-0.3072287,0.5000001
162487,-0.15,0.1832709,0.5000001
162488,-0.15,0.7718704,0.5000001
162489,-0.15,0.9800001,0.5000001
162490,-0.15,-1.276456,0.5000001
162491,-0.15,-1.158736,0.5000001
162492,-0.15,-0.9429162,0.5000001
162493,-0.15,-0.6289964,0.5000001
162494,-0.15,-0.2169768,0.5000001
162495,-0.15,0.2931428,0.5000001
162496,-0.15,0.9013623,0.5000001
162497,-0.15,0.9800001,0.5000001
162498,-0.15,-1.26076,0.5000001
162499,-0.15,-1.12342,0.5000001
162500,-0.15,-0.8879802,0.5000001
162501,-0.15,-0.5544405,0.5000001
162502,-0.15,-0.1228008,0.5000001
162503,-0.15,0.4069387,0.5000001
162504,-0.15,0.9800001,0.5000001
162505,-0.15,-1.3,0.5000001
162506,-0.15,-1.24114,0.5000001
162507,-0.15,-1.08418,0.5000001
162508,-0.15,-0.8291203,0.5000001
162509,-0.15,-0.4759606,0.5000001
162510,-0.15,-0.02470092,0.5000001
162511,-0.15,0.5246586,0.5000001
162512,-0.15,0.9800001,0.5000001
162513,-0.15,-1.296076,0.5000001
162514,-0.15,-1.217596,0.5000001
162515,-0.15,-1.041016,0.5000001
162516,-0.15,-0.7663363,0.5000001
162517,-0.15,-0.4499187,0.5000001
162518,-0.15,-1.3,0.5000001
162519,-0.15,-1.24114,0.5000001
162520,-0.15,-1.08418,0.5000001
162521,-0.15,-0.8291203,0.5000001
162522,-0.15,-0.4759606,0.5000001
162523,-0.15,-0.02470092,0.5000001
162524,-0.15,0.5246586,0.5000001
162525,-0.15,0.9800001,0.5000001
162526,-0.15,-1.296076,0.5000001
162527,-0.15,-1.217596,0.5000001
162528,-0.15,-1.041016,0.5000001
162529,-0.15,-0.7663363,0.5000001
162530,-0.15,-0.3935566,0.5000001
162531,-0.15,0.07732299,0.5000001
162532,-0.15,0.6463025,0.5000001
162533,-0.15,0.9800001,0.5000001
162534,-0.15,-1.288228,0.5000001
162535,-0.15,-1.190128,0.5000001
162536,-0.15,-0.9939281,0.5000001
162537,-0.101993,-0.9088913,0.5049476
162538,0.01791053,-1.037968,0.5176401
162539,0.137814,-1.068946,0.5303326
162540,0.2577176,-1.001823,0.5430251
162541,0.3776211,-0.8366,0.5557176
162542,0.4975246,-0.5732774,0.5684102
162543,0.6174281,-0.2118548,0.5811027
162544,0.7373314,0.2476676,0.5937952
162545,0.8572348,0.80529,0.6064877
162546,0.8909068,0.9800001,0.610052
162547,-0.15,-1.276456,0.5000001
162548,-0.15,-1.158736,0.5000001
162549,-0.15,-0.9429162,0.5000001
162550,-0.15,-0.6289964,0.5000001
162551,-0.007664412,-0.2612153,0.4701775
162552,0.7040133,0.2325269,0.3210642
162553,1.415691,0.824369,0.171951
162554,1.58509,0.9800001,0.136458
162555,-0.15,-1.276456,0.5000001
162556,-0.15,-1.158736,0.5000001
162557,-0.15,-0.9429162,0.5000001
162558,-0.15,-0.6289964,0.5000001
162559,-0.15,-0.2169768,0.5000001
162560,-0.15,0.2931428,0.5000001
162561,-0.15,0.9013623,0.5000001
162562,-0.15,0.9800001,0.5000001
162563,-0.15,-1.26076,0.5000001
162564,-0.15,-1.12342,0.5000001
162565,-0.15,-0.8879802,0.5000001
162566,-0.15,-0.5544405,0.5000001
162567,-0.15,-0.1228008,0.5000001
162568,-0.15,0.4069387,0.5000001
162569,-0.15,0.9800001,0.5000001
162570,-0.15,-1.3,0.5000001
162571,-0.15,-1.24114,0.5000001
162572,-0.15,-1.08418,0.5000001
162573,-0.15,-0.8291203,0.5000001
162574,-0.15,-0.4759606,0.5000001
162575,-0.15,-0.02470092,0.5000001
162576,-0.15,0.5246586,0.5000001
162577,-0.15,0.9800001,0.5000001
162578,-0.15,-1.296076,0.5000001
162579,-0.15,-1.217596,0.5000001
162580,-0.15,-1.041016,0.5000001
162581,-0.15,-0.7663363,0.5000001
162582,-0.15,-0.3935566,0.5000001
162583,-0.15,0.07732299,0.5000001
162584,-0.15,0.6463025,0.5000001
162585,-0.15,0.9800001,0.5000001
162586,-0.15,-1.288228,0.5000001
162587,-0.15,-1.190128,0.5000001
162588,-0.15,-0.9939281,0.5000001
162589,-0.15,-0.6996284,0.5000001
162590,-0.15,-0.3072287,0.5000001
162591,-0.15,0.1832709,0.5000001
162592,-0.15,0.7718704,0.5000001
162593,-0.15,0.9800001,0.5000001
162594,-0.15,-1.276456,0.5000001
162595,-0.15,-1.158736,0.5000001
162596,-0.15,-0.9429162,0.5000001
162597,-0.15,-0.6289964,0.5000001
162598,-0.15,-0.2169768,0.5000001
162599,-0.15,0.2931428,0.5000001
162600,-0.15,0.9013623,0.5000001
162601,-0.15,0.9800001,0.5000001
162602,-0.15,-1.26076,0.5000001
162603,-0.15,-1.12342,0.5000001
162604,-0.15,-0.8879802,0.5000001
162605,-0.15,-0.5544405,0.5000001
162606,-0.15,-0.1228008,0.5000001
162607,-0.15,0.4069387,0.5000001
162608,-0.15,0.9800001,0.5000001
162609,-0.15,-1.3,0.5000001
162610,-0.15,-1.24114,0.5000001
162611,-0.15,-1.08418,0.5000001
162612,-0.15,-0.8291203,0.5000001
162613,-0.15,-0.4759606,0.5000001
162614,-0.15,-0.02470092,0.5000001
162615,-0.15,0.5246586,0.5000001
162616,-0.15,0.9800001,0.5000001
162617,-0.15,-1.296076,0.5000001
162618,-0.15,-1.217596,0.5000001
162619,-0.15,-1.041016,0.5000001
162620,-0.15,-0.7663363,0.5000001
162621,-0.15,-0.3935566,0.5000001
162622,-0.15,0.07732299,0.5000001
162623,-0.15,0.6463025,0.5000001
162624,-0.15,0.9800001,0.5000001
162625,-0.15,-1.288228,0.5000001
162626,-0.15,-1.190128,0.5000001
162627,-0.15,-0.9939281,0.5000001
162628,-0.15,-0.6996284,0.5000001
162629,-0.15,-0.3072287,0.5000001
162630,-0.15,0.1832709,0.5000001
162631,-0.15,0.7718704,0.5000001
162632,-0.15,0.9800001,0.5000001
162633,-0.15,-1.276456,0.5000001
162634,-0.15,-1.158736,0.5000001
162635,-0.15,-0.9429162,0.5000001
162636,-0.15,-0.6289964,0.5000001
162637,-0.15,-0.2169768,0.5000001
162638,-0.15,0.2931428,0.5000001
162639,-0.15,0.9013623,0.5000001
162640,-0.15,0.9800001,0.5000001
162641,-0.15,-1.26076,0.5000001
162642,-0.15,-1.12342,0.5000001
162643,-0.15,-0.8879802,0.5000001
162644,-0.15,-0.5544405,0.5000001
162645,-0.15,-0.1228008,0.5000001
162646,-0.15,0.4069387,0.5000001
162647,-0.15,0.9800001,0.5000001
162648,-0.15,-1.3,0.5000001
162649,-0.15,-1.24114,0.5000001
162650,-0.15,-1.08418,0.5000001
162651,-0.15,-0.8291203,0.5000001
162652,-0.2047449,-0.5416509,0.5604635
162653,-0.15,-1.296076,0.5000001
162654,-0.15,-1.217596,0.5000001
162655,-0.15,-1.041016,0.5000001
162656,-0.15,-0.7663363,0.5000001
162657,-0.15,-0.3935566,0.5000001
162658,-0.15,0.07732299,0.5000001
162659,-0.15,0.6463025,0.5000001
162660,-0.15,0.9800001,0.5000001
162661,-0.15,-1.288228,0.5000001
162662,-0.15,-1.190128,0.5000001
162663,-0.15,-0.9939281,0.5000001
162664,-0.15,-0.6996284,0.5000001
162665,-0.15,-0.3072287,0.5000001
162666,-0.15,0.1832709,0.5000001
162667,-0.15,0.7718704,0.5000001
162668,-0.15,0.9800001,0.5000001
162669,-0.15,-1.276456,0.5000001
162670,-0.15,-1.158736,0.5000001
162671,-0.15,-0.9429162,0.5000001
162672,-0.15,-0.6289964,0.5000001
162673,-0.15,-0.2169768,0.5000001
